ident,type,name,elevation_ft,iso_country,iso_region,municipality,local_code
93MN,small_airport,Hoppe Sky Ranch Airport,1010.0,US,US-MN,Mankato,93MN
93MO,closed,Kathy's Patch Airport,1030.0,US,US-MO,Prosperity,
93MS,small_airport,Shelby Air Service Airport,154.0,US,US-MS,Shelby,93MS
93MT,small_airport,Masonry Field,3049.0,US,US-MT,Bigfork,93MT
93NC,heliport,Angel Medical Center Heliport,2086.0,US,US-NC,Franklin,93NC
93NH,heliport,Sharkey Heliport,550.0,US,US-NH,Plainfield,93NH
93NJ,heliport,Ingersoll-Rand Company Heliport,369.0,US,US-NJ,Phillipsburg,93NJ
93OG,heliport,Robeck Landing Heliport,3060.0,US,US-OR,Powell Butte,93OG
93OH,small_airport,Gay Airport,1200.0,US,US-OH,Atwater,93OH
93OI,heliport,Stouffer's Dublin Heliport,890.0,US,US-OH,Dublin,93OI
93OK,small_airport,Jantzen Airport,670.0,US,US-OK,Coweta,93OK
93OR,heliport,St Elizabeth Hospital Heliport,3410.0,US,US-OR,Baker,93OR
93PA,small_airport,Maple Cave Park Airport,1180.0,US,US-PA,Cooperstown,93PA
93TA,heliport,Mac Kay Heliport,351.0,US,US-TX,Mount Vernon,93TA
93TE,small_airport,Mayhew Ranch Nr 1 Airport,2783.0,US,US-TX,Marathon,93TE
93TS,small_airport,Longbird Airport,150.0,US,US-TX,Sealy,93TS
93TX,heliport,John Peter Smith EMS Building Heliport,750.0,US,US-TX,Fort Worth,93TX
93VA,small_airport,Timberdoodle Airport,810.0,US,US-VA,Amherst,93VA
93WA,small_airport,Harris Airport,2375.0,US,US-WA,Tyler,93WA
93WI,closed,Arrowhead Springs Airport,980.0,US,US-WI,Richfield,
93XS,closed,Joseph Ross Scherdin Airport,10.0,US,US-TX,Richwood,
94C,small_airport,Gilbert Field,925.0,US,US-WI,Rio,94C
94CA,heliport,Kaiser Hospital Heliport,1214.0,US,US-CA,Fontana,94CA
94CL,heliport,Loma Linda University Medical Center Heliport,1223.0,US,US-CA,Loma Linda,94CL
94CO,heliport,Ponderosa Heliport,7250.0,US,US-CO,Ouray,94CO
94D,seaplane_base,Wells Seaplane Base,210.0,US,US-NY,Schenectady,94D
94FD,heliport,Santa Rosa Medical Center Heliport,156.0,US,US-FL,Milton,94FD
94FL,small_airport,Pine Shadows Airpark,20.0,US,US-FL,Fort Myers,94FL
94GA,small_airport,Snow Hill Airstrip,465.0,US,US-GA,Unadilla,94GA
94IL,small_airport,Lutz Airport,526.0,US,US-IL,Mulberry Grove,94IL
94IN,closed,White's Heliport,771.0,US,US-IN,Hartsville,
94IS,small_airport,Adams Private Airport,410.0,US,US-IL,Royalton,94IS
94KS,small_airport,Smith Field,2023.0,US,US-KS,Macksville,94KS
94KY,small_airport,Woosley Airport,400.0,US,US-KY,Rumsey,94KY
94LA,heliport,Prevost Memorial Hospital Heliport,15.0,US,US-LA,Donaldsonville,94LA
94MN,small_airport,Ag Spray Inc Airport,960.0,US,US-MN,Barnesville,94MN
94MO,small_airport,Ray's Roost Airport,1170.0,US,US-MO,West Plains,94MO
94NC,small_airport,Viking Airport,295.0,US,US-NC,Raeford,94NC
94ND,small_airport,Michael Zurcher Farm Strip,1470.0,US,US-ND,Newburg,94ND
94NH,small_airport,Tucker Farm Airport,620.0,US,US-NH,Andover,94NH
94NJ,heliport,Pio Costa Sand & Gravel Heliport,550.0,US,US-NJ,Hackettstown/Great Meadows,94NJ
94NY,small_airport,St Bernard Field,540.0,US,US-NY,Union Springs,94NY
94OH,heliport,St Rita's Medical Center Heliport,862.0,US,US-OH,Lima,94OH
94OI,heliport,Blades Landing Heliport,1100.0,US,US-OH,Hudson,94OI
94OK,heliport,Muskogee Regional Medical Center Heliport,604.0,US,US-OK,Muskogee,94OK
94OR,small_airport,Farm Yard Field,230.0,US,US-OR,Elkton,94OR
94PA,heliport,Mountain Springs Heliport,1810.0,US,US-PA,Coudersport,94PA
94PN,heliport,Wellspan York Hospital Heliport,480.0,US,US-PA,York,94PN
94TA,small_airport,Reece Field,1960.0,US,US-TX,San Angelo,94TA
94TE,heliport,Barbaro North Heliport,632.0,US,US-TX,Argyle,94TE
94TS,heliport,Mc David Honda Heliport,540.0,US,US-TX,Irving,94TS
94TX,small_airport,River Bend Ranch Airport,1500.0,US,US-TX,Brady,94TX
94VA,small_airport,Highview Farms Airport,765.0,US,US-VA,Appomattox,94VA
94WA,small_airport,Wishkah River Ranch Airport,36.0,US,US-WA,Aberdeen,94WA
94WI,closed,Koller Heliport,980.0,US,US-WI,Wales,
94XS,closed,Heritage Ranch Airport,103.0,US,US-TX,Richmond,
94Z,small_airport,Nome City Field,59.0,US,US-AK,Nome,94Z
95AK,closed,Medivac - Wasilla Heliport,340.0,US,US-AK,Wasilla,
95CA,small_airport,Bonel Airport,1030.0,US,US-CA,Whitley Garden,95CA
95CL,heliport,Verdugo Hills Hospital Heliport,1400.0,US,US-CA,Glendale,95CL
95CN,heliport,Desert Valley Hospital HP,3045.0,US,US-CA,Victorville,95CN
95CO,small_airport,Mann Ranch Airport,6000.0,US,US-CO,Rye,95CO
95FD,small_airport,South Point Airport,22.0,US,US-FL,La Belle,95FD
95FL,heliport,Pinellas County Mosquito Control Heliport,10.0,US,US-FL,Pinellas Park,95FL
95GA,small_airport,Mcintosh Field,771.0,US,US-GA,Whitesburg,95GA
95ID,small_airport,Deer Creek Airport,1169.0,US,US-ID,Lewiston,95ID
95IL,small_airport,Henderson Airport,485.0,US,US-IL,Rosiclare,95IL
95IN,small_airport,Stewart Field,550.0,US,US-IN,Seymour,95IN
95IS,small_airport,Jan Knipe Airport,645.0,US,US-IL,Warsaw,95IS
95KS,small_airport,Fuller Airfield,1058.0,US,US-KS,Maple Hill,95KS
95KY,small_airport,Crawford Ultralightport,1227.0,US,US-KY,Brodhead,95KY
95LA,heliport,LA State Police Troop E Heliport,95.0,US,US-LA,Alexandria,95LA
95LL,small_airport,Warren Airport,694.0,US,US-IL,Somonauk,95LL
95MI,small_airport,Evad Enterprises LLC Airport,981.0,US,US-MI,Luther,95MI
95MN,seaplane_base,Whaletail Lake Seaplane Base,948.0,US,US-MN,Minnetrista,95MN
95MO,small_airport,Schlemmer Airport,780.0,US,US-MO,Laddonia,95MO
95NC,heliport,Onslow Memorial Hospital Heliport,39.0,US,US-NC,Jacksonville,95NC
95NE,small_airport,W Meeks Ranch Airport,2335.0,US,US-NE,Taylor,95NE
95NJ,heliport,Middle Sedge Island Heliport,5.0,US,US-NJ,Toms River,95NJ
95NY,small_airport,Fisher Airport,1280.0,US,US-NY,Wales Center/Cowlesville/,95NY
95OH,small_airport,Tong Farm Airport,840.0,US,US-OH,Carey,95OH
95OI,heliport,C C A Heliport,850.0,US,US-OH,Indian Hill,95OI
95OK,small_airport,Barcus Field,660.0,US,US-OK,Claremore,95OK
95OR,small_airport,Flournoy Valley Airport,790.0,US,US-OR,Roseburg,95OR
95PA,heliport,Snyder Ranch Heliport,1430.0,US,US-PA,Cowansville,95PA
95PN,heliport,North Penn Hospital Heliport,330.0,US,US-PA,Lansdale,95PN
95TA,small_airport,Thunder Creek Airport,1500.0,US,US-TX,Utopia,95TA
95TE,heliport,Star Heliport,615.0,US,US-TX,Cross Roads,95TE
95TN,small_airport,Blue Ridge Field,525.0,US,US-TN,Clarksville,95TN
95TS,small_airport,Rob Airport,1310.0,US,US-TX,Loving,95TS
95TX,small_airport,Chupadera Ranch Airport,651.0,US,US-TX,Carrizo Springs,95TX
95VA,small_airport,Buck Hollar Airport,450.0,US,US-VA,Danville,95VA
95WA,small_airport,Black Diamond Airport,595.0,US,US-WA,Black Diamond,95WA
95WI,small_airport,Wisersky Airport,965.0,US,US-WI,Stoughton,95WI
95XS,heliport,Air Logistics Sabine Heliport,7.0,US,US-TX,Sabine Pass,95XS
95Z,small_airport,Bradley Sky-Ranch Airport,483.0,US,US-AK,North Pole,95Z
96AK,seaplane_base,Hackney Landing Seaplane Base,208.0,US,US-AK,Clam Gulch,96AK
96C,small_airport,Fox River Airport,822.0,US,US-WI,Rochester,96C
96CA,heliport,Warner Center Plaza One Heliport,1133.0,US,US-CA,Woodland Hills,96CA
96CL,heliport,Ranch Heliport,1162.0,US,US-CA,Newbury Park,96CL
96CO,small_airport,Logan Airport,5300.0,US,US-CO,Bennet,96CO
96FD,small_airport,Citrus Hedging Ranch Airport,60.0,US,US-FL,Okeechobee,96FD
96FL,small_airport,Wings Field,100.0,US,US-FL,Williston,96FL
96G,small_airport,Cowley Field,770.0,US,US-MI,Sandusky,96G
96GA,small_airport,3-M's Airport,890.0,US,US-GA,Williamson,96GA
96ID,small_airport,Flying H Ranch Airport,2230.0,US,US-ID,Priest River,96ID
96IL,small_airport,Kramer Airport,930.0,US,US-IL,Lena,96IL
96IN,closed,Medical Center Heliport,706.0,US,US-IN,Indianapolis,
96IS,small_airport,Hildreth Air Park,730.0,US,US-IL,Sidell,96IS
96KY,small_airport,A & L Airport,465.0,US,US-KY,Calhoun,96KY
96LA,heliport,La State Police Troop A Heliport,18.0,US,US-LA,Baton Rouge,96LA
96LL,small_airport,Wichman Airport,681.0,US,US-IL,Stockland,96LL
96M,seaplane_base,Moberg Air Base,1370.0,US,US-MN,Bemidji,96M
96MI,heliport,Dick Huvaere's Heliport,675.0,US,US-MI,Petoskey,96MI
96MN,closed,Air-Ag Airport,1240.0,US,US-MN,Glenville,
96MO,heliport,Riverlands Area Heliport,434.0,US,US-MO,West Alton,96MO
96MU,small_airport,Green Airfield,1068.0,US,US-MO,St. James,96MU
96NJ,heliport,Lourdes Medical Center Of Burlington Cty Heliport,72.0,US,US-NJ,Willingboro,96NJ
96NY,heliport,Massaro Heliport,681.0,US,US-NY,Carmel,96NY
96OH,closed,Ohio Department of Transportation Dist 6 Heliport,927.0,US,US-OH,Delaware,
96OI,heliport,Kettering Hospital Heliport,836.0,US,US-OH,Kettering,96OI
96OK,small_airport,Mike's Place Airport,1787.0,US,US-OK,Buffalo,96OK
96OR,small_airport,Cable Creek Ranch Airport,4060.0,US,US-OR,Ukiah,96OR
96PA,closed,Franklin Center Airport,1225.0,US,US-PA,Cranesville,
96PN,heliport,Reading Hospital & Medical Center Heliport,224.0,US,US-PA,Reading,96PN
96TA,heliport,Roy H Laird Memorial Hospital Heliport,343.0,US,US-TX,Kilgore,96TA
96TE,small_airport,Bodine Airport,2623.0,US,US-TX,Sterling City,96TE
96TN,small_airport,Mount Bakewell Airfield,1640.0,US,US-TN,Bakewell,96TN
96TS,small_airport,Southwest Lubbock Airport,3265.0,US,US-TX,Wolfforth,96TS
96TX,small_airport,Brown Field,2125.0,US,US-TX,Christoval,96TX
96VA,heliport,White Ox Heliport,835.0,US,US-VA,Strasburg,96VA
96VE,small_airport,Beiter Airport,1910.0,US,US-WA,Ellensburg,96VE
96WA,small_airport,Jim & Julie's Airport,15.0,US,US-WA,Everett,96WA
96WI,seaplane_base,Vette/Blust Seaplane Base,750.0,US,US-WI,Oshkosh,96WI
96WY,small_airport,Cedar Creek Ranch Airport,7760.0,US,US-WY,Saratoga,96WY
96XA,small_airport,Gnaws Farm Airport,2717.0,US,US-TX,Pecos,96XA
96XS,heliport,Houston Oil & Minerals Smith Point Heliport,9.0,US,US-TX,Smith Point,96XS
96Z,seaplane_base,Whale Pass Seaplane Float Harbor Facility,0.0,US,US-AK,Whale Pass,96Z
97AK,small_airport,High Ridge Association Airport,720.0,US,US-AK,Palmer,97AK
97CA,closed,Tejon Agricultural Airport,1065.0,US,US-CA,Lebec,
97CL,small_airport,Siller Bros Inc Airport,235.0,US,US-CA,Oroville,97CL
97CO,small_airport,Peakview Airport,6370.0,US,US-CO,Yoder,97CO
97F,small_airport,Crazy Horse Municipal Airport,940.0,US,US-OK,Davis,97F
97FD,heliport,Helicopters International Heliport,110.0,US,US-FL,Orlando,97FD
97FL,small_airport,Love Field,80.0,US,US-FL,Weirsdale,97FL
97G,small_airport,Glowacki Airport,775.0,US,US-MI,St Johns,97G
97GA,small_airport,B Tree Farms Airport,1000.0,US,US-GA,Gillsville,97GA
97IA,small_airport,Volkens Field,1275.0,US,US-IA,Carson,97IA
97IL,heliport,Graham Hospital Heliport,680.0,US,US-IL,Canton,97IL
97IN,heliport,Solar Heliport,445.0,US,US-IN,Petersburg,97IN
97IS,heliport,St Johns Hospital Heliport,632.0,US,US-IL,Springfield,97IS
97KS,small_airport,Clear View Farm Airport,1060.0,US,US-KS,Olathe,97KS
97KY,heliport,Greener Horizons Heliport,745.0,US,US-KY,Louisville,97KY
97LA,small_airport,Greene Air Park,50.0,US,US-LA,Milton,97LA
97MI,heliport,Hawk Hollow Heliport,950.0,US,US-MI,Brighton,97MI
97MN,heliport,Mayo Clinic Health System-Red Wing Heliport,862.0,US,US-MN,Red Wing,97MN
97MO,small_airport,Gary's Airport,1200.0,US,US-MO,Buffalo,97MO
97MT,small_airport,Cabin Creek Landing Airport,3999.0,US,US-MT,Marion,97MT
97NC,heliport,Transylvania Community Hospital Heliport,2120.0,US,US-NC,Brevard,97NC
97ND,small_airport,Walser Strip,960.0,US,US-ND,Park River,97ND
97NY,small_airport,Hunter Mountain Airport,2000.0,US,US-NY,Hunter,97NY
97OG,small_airport,Bybee Field,2150.0,US,US-OR,Nyssa,97OG
97OH,closed,Jackson Heliport,706.0,US,US-OH,Jackson,
97OI,heliport,Salem Community Hospital Heliport,1305.0,US,US-OH,Salem,97OI
97OK,heliport,Presbyterian Hospital Heliport,1262.0,US,US-OK,Oklahoma City,97OK
97OR,small_airport,Hi Country No 2 Airport,3840.0,US,US-OR,Prairie City,97OR
97PA,closed,Willows Airport,1225.0,US,US-PA,Cranesville,
97PN,small_airport,Gold Mine Field,550.0,US,US-PA,Sellersville,97PN
97TA,heliport,Hickory Hollow Heliport,80.0,US,US-TX,Houston,97TA
97TE,heliport,Go Helitrans Heliport,14.0,US,US-TX,Freeport,97TE
97TN,small_airport,Kite Field,1450.0,US,US-TN,Jonesborough,97TN
97TS,small_airport,Gdap Air Ranch Airport,300.0,US,US-TX,Willis,97TS
97TX,small_airport,San Pedro Ranch Airport,710.0,US,US-TX,Carrizo Springs,97TX
97VA,small_airport,Singleton Airport,2060.0,US,US-VA,Warm Springs,97VA
97WA,small_airport,Basin City Airfield,722.0,US,US-WA,Mesa,97WA
97WI,small_airport,North Fork Airport,1145.0,US,US-WI,Thorp,97WI
97WY,heliport,Snake River Canyon Heliport,5886.0,US,US-WY,Jackson,97WY
97XS,small_airport,Tilghman Airport,741.0,US,US-TX,Van Alstyne,97XS
97Y,small_airport,Genoa Municipal Airport,1570.0,US,US-NE,Genoa,97Y
98AK,small_airport,Eastland Airport,1190.0,US,US-AK,Homer,98AK
98AL,heliport,Lakeland Community Hospital Heliport,960.0,US,US-AL,Haleyville,98AL
98CA,heliport,Everest & Jennings Helistop Nr 1 Heliport,245.0,US,US-CA,Los Angeles,98CA
98CL,closed,Noltas Airport,145.0,US,US-CA,Willows,
98CO,heliport,Ncmc Heliport,4882.0,US,US-CO,Greeley,98CO
98FD,seaplane_base,Lake Jessup Seaplane Base,32.0,US,US-FL,Oviedo,98FD
98FL,seaplane_base,Sand Lake Seaplane Base,90.0,US,US-FL,Orlando/Buena Vista,98FL
98G,small_airport,Sebewaing Airport,584.0,US,US-MI,Sebewaing,98G
98GA,small_airport,Circle T Airport,545.0,US,US-GA,Indian Springs,98GA
98IA,heliport,Hawarden Heliport,1174.0,US,US-IA,Hawarden,98IA
98ID,heliport,Walter Knox Memorial Hospital Heliport,238.0,US,US-ID,Emmett,98ID
98IL,heliport,St Mary's Hospital - Centralia Heliport,490.0,US,US-IL,Centralia,98IL
98IN,small_airport,B & V Flying Ranch Airport,950.0,US,US-IN,Albion,98IN
98IS,heliport,Ill Dept of Trans Heliport,550.0,US,US-IL,Springfield,98IS
98KS,small_airport,Rexford Airport,2775.0,US,US-KS,Montezuma,98KS
98KY,closed,TGP Heliport,900.0,US,US-KY,Campbellsville,
98L,heliport,Pomona Police Department Heliport,1001.0,US,US-CA,Pomona,98L
98LA,heliport,LA State Police Troop L Heliport,25.0,US,US-LA,Covington,98LA
98LL,small_airport,Braden Farms Airport,630.0,US,US-IL,Watseka,98LL
98ME,small_airport,Greaton Airfield,170.0,US,US-ME,Saco,98M
98MI,heliport,L & L Heliport,630.0,US,US-MI,Huron Township,98MI
98MN,small_airport,Up Yonder Airport,1446.0,US,US-MN,Bemidji,98MN
98MO,small_airport,Woodliff Airpark,750.0,US,US-MO,Foristell,98MO
98MT,small_airport,Rosemont Airport,4172.0,US,US-MT,Stevensville,98MT
98NC,heliport,Linville Ridge Heliport,4826.0,US,US-NC,Linville,98NC
98ND,small_airport,Sobolik Airport,920.0,US,US-ND,Pisek,98ND
98NE,small_airport,Munsterman Airport,1860.0,US,US-NE,Glenvil,98NE
98NH,heliport,Skybast Heliport,565.0,US,US-NH,Northwood,98NH
98NJ,heliport,Creamer Heliport,10.0,US,US-NJ,Hackensack,98NJ
98NM,small_airport,S & S Ranch Airport,6310.0,US,US-NM,Wagon Mound,98NM
98NY,small_airport,Krenzers Airport,1035.0,US,US-NY,West Bloomfield,98NY
98OH,small_airport,Paine's Airport,660.0,US,US-OH,Geneva,98OH
98OI,heliport,Adams County Hospital Heliport,956.0,US,US-OH,West Union,98OI
98OK,small_airport,Candy Lake Estate Airport,685.0,US,US-OK,Avant,98OK
98OL,small_airport,Copland Airport,1120.0,US,US-OK,Duncan,98OL
98OR,small_airport,Mach-O Acres Airport,435.0,US,US-OR,Sheridan,98OR
98PA,small_airport,Pleasant Hill Airport,1180.0,US,US-PA,Portersville,98PA
98PN,heliport,Trauma Center Heliport,400.0,US,US-PA,Allentown,98PN
98TA,heliport,Weatherford Regional Medical Center Heliport,1050.0,US,US-TX,Weatherford,98TA
98TE,small_airport,Hilltop Airport,1320.0,US,US-OR,Glide,98TE
98TN,small_airport,Landing At River'S Edge,1019.0,US,US-TN,Blaine,98TN
98TS,small_airport,Trap Travelstead Field,430.0,US,US-TX,Winona,98TS
98TX,heliport,Cig 402 Heliport,110.0,US,US-TX,Falfurrias,98TX
98VA,closed,Glascock Airport,330.0,US,US-VA,Arcola,
98WA,heliport,Zirkle Fruit Company Heliport,1100.0,US,US-WA,Selah,98WA
98WI,heliport,Shawano Medical Center Heliport,812.0,US,US-WI,Shawano,98WI
98WY,heliport,Hmhs Heliport,5886.0,US,US-WY,Jackson,98WY
98XS,heliport,Lz Phantom Heliport,800.0,US,US-TX,Jamestown,98XS
99A,small_airport,Smith's International Airport,218.0,US,US-AR,Sherrill,99A
99AA,heliport,Aviator Hotel Anchorage Heliport,123.0,US,US-AK,Anchorage,99AA
99AK,small_airport,Moore Creek Airport,980.0,US,US-AK,Moore Creek,99AK
99AL,heliport,Morrison Crossroads Volunteer Fire Department Heliport,1113.0,US,US-AL,Woodland,99AL
99AZ,small_airport,Eagletail Ranch Airport,1203.0,US,US-AZ,Tonopah,99AZ
99C,seaplane_base,Quams Marina Seaplane Base,843.0,US,US-WI,Stoughton,99C
99CA,heliport,San Antonio Regional Hospital Heliport,1274.0,US,US-CA,Upland,99CA
99CL,small_airport,El Mirage Field Adelanto Airport,2865.0,US,US-CA,El Mirage,99CL
99CN,heliport,Banner Lassen Medical Center Heliport,4419.0,US,US-CA,Susanville,99CN
99CO,small_airport,Rock Creek Airport,5660.0,US,US-CO,Pueblo,99CO
99F,small_airport,El Reno Airport,1395.0,US,US-OK,El Reno,99F
99FA,heliport,Halifax Hospital Emergency Helostop,65.0,US,US-FL,Deltona,99FA
99FD,heliport,Heli-Tech Inc Heliport,10.0,US,US-FL,Panama City,99FD
99FL,small_airport,Madison County Airport,150.0,US,US-FL,Lee,99FL
99GA,heliport,Curtis Parkway North Heliport,660.0,US,US-GA,Calhoun,99GA
99HI,heliport,Kawela Farm Heliport,450.0,US,US-HI,Kaunakakai,99HI
99IA,small_airport,Courtney's Landing Airport,835.0,US,US-IA,Eddyville,99IA
99ID,heliport,CAHC Emergency Heliport,5149.0,US,US-ID,Challis,99ID
99II,small_airport,Cooper Field,880.0,US,US-IN,Reelsville,99II
99IL,small_airport,Providence Place Field,959.0,US,US-IL,Stockton,99IL
99IN,closed,Bee-Acre Farm Strip,885.0,US,US-IN,Atlanta,
99KS,small_airport,Elm Creek Farms Airport,1600.0,US,US-KS,Medicine Lodge,99KS
99KY,small_airport,Gravity Zero Airport,860.0,US,US-KY,Danville,99KY
99L,closed,Pomona Superior Court Heliport,1000.0,US,US-CA,Pomona,99L
99LA,small_airport,Lawson Field,25.0,US,US-LA,Crowley,99LA
99MI,small_airport,Denton Farms Airport,845.0,US,US-MI,Clare,99MI
99MN,heliport,St Mary's Hospital Heliport,1166.0,US,US-MN,Rochester,99MN
99MO,heliport,Parkland Bonne Terre Primary Care Center Heliport,850.0,US,US-MO,Bonne Terre,99MO
99MT,small_airport,Fox Field,3750.0,US,US-MT,Hamilton,99MT
99NA,heliport,Fly I Heliport,593.0,US,US-NC,Charlotte,99NA
99NC,heliport,Streets Ferry Heliport,7.0,US,US-NC,New Bern,99NC
99NJ,heliport,Atlantic County Helistop,12.0,US,US-NJ,Northfield,99NJ
99NR,heliport,Tsali Emergency Heliport,2102.0,US,US-NC,Bryson City,99NR
99NY,small_airport,Hibbard's Airport,410.0,US,US-NY,Wilson,99NY
99OH,heliport,Mercy Memorial Hospital Heliport,1050.0,US,US-OH,Urbana,99OH
99OI,heliport,Fostoria Community Hospital Heliport,768.0,US,US-OH,Fostoria,99OI
99OK,heliport,Warren Cat Heliport,1297.0,US,US-OK,Oklahoma City,99OK
99OR,small_airport,Lazy F Ranch Airport,3710.0,US,US-OR,Wallowa,99OR
99PA,small_airport,Nielsen Airport,1040.0,US,US-PA,Tioga,99PA
99SC,small_airport,St. Mathews Airport,278.0,US,US-SC,St. Mathews,99SC
99TA,heliport,Peacock Willow Creek Heliport,786.0,US,US-TX,Burleson,99TA
99TE,small_airport,Pritchard Airport,800.0,US,US-TX,Bells,99TE
99TN,heliport,Haywood County Ems Heliport,350.0,US,US-TN,Brownsville,99TN
99TS,heliport,David Granberry Memorial Hospital Heliport,421.0,US,US-TX,Naples,99TS
99TX,small_airport,Briggs Ranch Airport,520.0,US,US-TX,Catarina,99TX
99UT,small_airport,Sundog Airport,4900.0,US,US-UT,Jensen,99UT
99VA,small_airport,Anderson Airport,450.0,US,US-VA,Scottsville,99VA
99WA,heliport,Providence Medical Plaza Heliport,1134.0,US,US-WA,Yakima,99WA
99WI,closed,Foscoro Airport,680.0,US,US-WI,Algoma,
99WY,small_airport,Xingu Airstrip,4340.0,US,US-WY,Dayton,99WY
99XA,small_airport,Briggs / Skotz Airfield,1200.0,US,US-TX,,
99XS,closed,Sam Little International Airport,900.0,US,US-TX,Weatherford,
99Y,small_airport,Greeley Municipal Airport,2035.0,US,US-NE,Greeley,99Y
99Z,seaplane_base,Finger Lake Seaplane Base,337.0,US,US-AK,Palmer,99Z
9A2,small_airport,Powell STOLport,992.0,US,US-TN,Knoxville,9A2
9A3,small_airport,Chuathbaluk Airport,244.0,US,US-AK,Chuathbaluk,9A3
9A8,small_airport,Ugashik Airport,25.0,US,US-AK,Ugashik,9A8
9A9,small_airport,Shiflet Field,1212.0,US,US-NC,Marion,9A9
9AA1,small_airport,Elk Ranch Airport,800.0,US,US-AK,Palmer,9AA1
9AA9,small_airport,Airkat Airpark,260.0,US,US-AK,Haines,9AA9
9AK,small_airport,Totatlanika River Airport,2717.0,US,US-AK,Totatlanika River,9AK
9AK0,small_airport,Sports Mans Paradise Airport,3120.0,US,US-AK,Tok,9AK0
9AK1,seaplane_base,Stormy Hill Seaplane Base,500.0,US,US-AK,Palmer,9AK1
9AK2,small_airport,Kako Airport,300.0,US,US-AK,Russian Mission,9AK2
9AK3,small_airport,Nikolai Creek Airport,30.0,US,US-AK,Tyonek,9AK3
9AK4,small_airport,Arctic Angel Airport,1009.0,US,US-AK,Delta Junction,9AK4
9AK5,small_airport,Sky Harbor Airport,340.0,US,US-AK,Anchorage,9AK5
9AK6,small_airport,Leisurewood Airstrip Owners Assoc Airport,366.0,US,US-AK,Wasilla,9AK6
9AK7,small_airport,Cubdivision Airport,250.0,US,US-AK,Big Lake,9AK7
9AK8,small_airport,Wolf Track Airport,90.0,US,US-AK,Wasilla,9AK8
9AL0,heliport,Trinity Medical Center Heliport,540.0,US,US-AL,Birmingham,AL45
9AL1,heliport,Brookwood Fed Helipad Heliport,606.0,US,US-AL,Hoover,9AL1
9AL2,heliport,Holt Dam Heliport,250.0,US,US-AL,Tuscaloosa,9AL2
9AL3,heliport,Weiss Dam Heliport,570.0,US,US-AL,Leesburg,9AL3
9AL4,heliport,Henry Dam Heliport,509.0,US,US-AL,Ohatchee,9AL4
9AL5,heliport,Greene County Steam Plant Heliport,107.0,US,US-AL,Forkland,9AL5
9AL6,heliport,Lillian Community Heliport,70.0,US,US-AL,Lillian,9AL6
9AL7,heliport,Mossland Wildflife Farms Heliport,287.0,US,US-AL,Shorter,9AL7
9AL8,heliport,North Mississippi Medical Center-Hamilton Heliport,441.0,US,US-AL,Hamilton,9AL8
9AL9,heliport,Liberty Park Heliport,620.0,US,US-AL,Birmingham,9AL9
9AR0,small_airport,Robertson Airport,207.0,US,US-AR,Mc Crory,9AR0
9AR4,small_airport,Tango 7 Airport,233.0,US,US-CT,Woodson,9AR4
9AR9,small_airport,Henry Field,250.0,US,US-AR,Cabot,9AR9
9B1,small_airport,Marlboro Airport,285.0,US,US-MA,Marlboro,9B1
9B8,small_airport,Salmon River Airfield,540.0,US,US-CT,Marlborough,9B8
9C0,seaplane_base,Peninsula Point Pullout Seaplane Base,,US,US-AK,Ketchikan,9C0
9CA0,small_airport,Psk Ranch Airport,3840.0,US,US-CA,Tehachapi,9CA0
9CA1,heliport,Barstow Service Center Heliport,2240.0,US,US-CA,Barstow,9CA1
9CA2,heliport,Pioneers Memorial Hospital Heliport,-99.0,US,US-CA,Brawley,9CA2
9CA3,heliport,Recreation and Conference Center Heliport,701.0,US,US-CA,City of Industry,9CA3
9CA4,heliport,HDMC Holdings LLC Heliport,2652.0,US,US-CA,Joshua Tree,9CA4
9CA5,heliport,California Mart Heliport,434.0,US,US-CA,Los Angeles,9CA5
9CA6,small_airport,North Valley Airport,4960.0,US,US-CA,Bishop,9CA6
9CA7,small_airport,Harris River Ranch Airport,450.0,US,US-CA,Sanger,9CA7
9CA8,heliport,Boeing Huntington Beach Heliport,65.0,US,US-CA,Huntington Beach,9CA8
9CA9,heliport,Santa Fe International Corp Heliport,460.0,US,US-CA,Alhambra,9CA9
9CL0,small_airport,Turlock Airpark,100.0,US,US-CA,Turlock,9CL0
9CL1,closed,Johnson Ranch Airport,240.0,US,US-CA,Le Grand,
9CL2,small_airport,Christensen Ranch Airport,380.0,US,US-CA,Hollister,9CL2
9CL3,small_airport,Likely Airport,4420.0,US,US-CA,Likely,9CL3
9CL4,small_airport,Hart Mine Airport,4620.0,US,US-CA,Ivanpah,9CL4
9CL5,small_airport,Blair Strip,231.0,US,US-CA,Hanford,9CL5
9CL6,heliport,Children's Hospital Central California Heliport,354.0,US,US-CA,Madera,9CL6
9CL7,small_airport,Old Aerodrome,700.0,US,US-CA,Marysville,9CL7
9CL8,heliport,Union Eva Heliport,79.0,US,US-CA,Huntington Beach,9CL8
9CL9,small_airport,Spezia Airport,,US,US-CA,Walnut Grove,9CL9
9CN1,heliport,Hazel Hawkins Memorial Hospital Heliport,397.0,US,US-CA,Hollister,9CN1
9CO0,heliport,Police Headquarters Heliport,5350.0,US,US-CO,Denver,9CO0
9CO1,heliport,Deer Creek Building Heliport,6228.0,US,US-CO,Littleton,9CO1
9CO2,small_airport,Van Slyke Field,5400.0,US,US-CO,Watkins,9CO2
