ident,type,name,elevation_ft,iso_country,iso_region,municipality,local_code
50MD,heliport,Queen Anne ER Heliport,26.0,US,US-MD,Grasonville,50MD
50MI,seaplane_base,Burgess Lake Seaplane Base,799.0,US,US-MI,Greenville,50MI
50MN,small_airport,Zimmerman Airport,1045.0,US,US-MN,Herman,50MN
50MO,heliport,Ozarks Medical Center Heliport,1006.0,US,US-MO,West Plains,50MO
50MS,heliport,Merit Health Wesley Heliport,222.0,US,US-MS,Hattiesburg,50MS
50NC,small_airport,Ervin Airfield,905.0,US,US-NC,Kannapolis,50NC
50NE,small_airport,Elge Field,1800.0,US,US-NE,Aurora,50NE
50NJ,heliport,Express Marine Heliport,15.0,US,US-NJ,Camden,50NJ
50NM,small_airport,Ghost Ranch Strip,6440.0,US,US-NM,Abiquiu,50NM
50NY,small_airport,Old Fort Farm Airport,1050.0,US,US-NY,Hemlock,50NY
50OG,heliport,Teufel'S Heliport,185.0,US,US-OR,Forest Grove,50OG
50OH,small_airport,Culver Field,620.0,US,US-OH,Oregon,50OH
50OI,closed,Beckman Field,760.0,US,US-OH,Ashville,
50OK,heliport,Southwest Medical Center of Oklahoma Heliport,1260.0,US,US-OK,Oklahoma City,50OK
50OR,small_airport,Goering Ranches / Crocheta Airport Estates,3450.0,US,US-OR,Alfalfa,50OR
50PA,small_airport,Pegasus Air Park,620.0,US,US-PA,Stroudsburg,50PA
50PN,heliport,Delmont Personal Use Heliport,1210.0,US,US-PA,Delmont,50PN
50S,small_airport,Parma Airport,2228.0,US,US-ID,Parma,50S
50SC,heliport,Oconee Nuclear Station Helipad,796.0,US,US-SC,Seneca,50SC
50TA,small_airport,Moltz Airport,600.0,US,US-TX,Geronimo,50TA
50TE,closed,Keller Ranch Airport,1550.0,US,US-TX,Johnson City,
50TN,small_airport,Paris Landing Airpark,400.0,US,US-TN,Paris,50TN
50TS,heliport,Tj-Cj Private Heliport,630.0,US,US-TX,San Antonio,50TS
50TX,small_airport,Kennedy Ranch Airport,1598.0,US,US-TX,Blanco,50TX
50VA,heliport,L G Hospital Heliport,700.0,US,US-VA,Lynchburg,50VA
50WA,small_airport,Hartley Airport,400.0,US,US-WA,Chehalis,50WA
50WI,closed,Earl's Air Park,775.0,US,US-WI,Neenah,
50WY,heliport,Mc Murry Heliport,5255.0,US,US-WY,Casper,50WY
50XA,heliport,Las Palmas Medical Center Heliport,3897.0,US,US-TX,El Paso,50XA
50XS,small_airport,Hughes Ranch Airport,905.0,US,US-TX,Quemado,50XS
51AK,small_airport,Birch Creek Landing,400.0,US,US-AK,Talkeetna,51AK
51AZ,heliport,Yavapai Regional Medical Center East Heliport,5100.0,US,US-AZ,Prescott Valley,51AZ
51CA,small_airport,Kelly Airport,2806.0,US,US-CA,Lucerne Valley,51CA
51CL,small_airport,Vetters Sky Ranch Airport,80.0,US,US-CA,Galt,51CL
51CO,small_airport,Flying W No.2 Airport,7105.0,US,US-CO,Hotchkiss,51CO
51FD,small_airport,Tex Merritt Private Airstrip,95.0,US,US-FL,Leesburg,51FD
51FL,small_airport,Chiefland Sky Ranch Airport,35.0,US,US-FL,Chiefland,51FL
51G,small_airport,Cagney Airport,722.0,US,US-MI,Clio,51G
51GA,small_airport,Smith Field,920.0,US,US-GA,Tyrone,51GA
51IL,small_airport,Marvin D Bradd Airport,797.0,US,US-IL,Mansfield,51IL
51IN,small_airport,Dahnke Airport,670.0,US,US-IN,West Lafayette,51IN
51IS,small_airport,Curry Airport,620.0,US,US-IL,Griggsville,51IS
51K,small_airport,Cedar Air Park,1020.0,US,US-KS,Olathe,51K
51KS,small_airport,Barnard Airport,1420.0,US,US-KS,Elmo,51KS
51KY,heliport,Appalachian Regional Hospital Heliport,1220.0,US,US-KY,Whitesburg,51KY
51LA,small_airport,R T Leblanc Airport,15.0,US,US-LA,White Castle,51LA
51LS,small_airport,Red Oak Landing,55.0,US,US-LA,Sunset,51LS
51M,small_airport,Oscoda County Airport,1050.0,US,US-MI,Mio,51M
51MI,seaplane_base,Cass Lake-Cove Island Seaplane Base,990.0,US,US-MI,Pontiac,51MI
51MN,heliport,Barry Heliport,1330.0,US,US-MN,Dent,51MN
51MO,closed,Georger Farms Airport,335.0,US,US-MO,Advance,51MO
51NC,small_airport,Phillip R Bunn Airport,355.0,US,US-NC,Zebulon,51NC
51NE,closed,Bil Lo Airport,997.0,US,US-NE,Fort Calhoun,
51NJ,heliport,Germania Heliport,65.0,US,US-NJ,Cologne,51NJ
51NK,heliport,The Moriches Bay Heliport,5.0,US,US-NY,East Moriches,51NK
51NY,closed,Maxon Field,615.0,US,US-NY,Holley,
51OH,small_airport,Agner Airport,740.0,US,US-OH,Ottawa,51OH
51OI,small_airport,Clay's Rv Airport,1035.0,US,US-OH,Canal Fulton,51OI
51OK,small_airport,Eagle Creek Airport,740.0,US,US-OK,Beggs,51OK
51OR,heliport,Pge Heliport,182.0,US,US-OR,Salem,51OR
51PA,small_airport,Lamberson Airport,540.0,US,US-PA,New Oxford,51PA
51PN,heliport,Helistop Ridc Industrial Park Heliport,986.0,US,US-PA,Blawnox,51PN
51SC,small_airport,Moccasin Creek Airport,142.0,US,US-SC,Ehrhardt,51SC
51TA,heliport,Harris Methodist Southwest Helistop,744.0,US,US-TX,Fort Worth,51TA
51TE,small_airport,Barstool Ranch Airport,546.0,US,US-TX,Waxahachie,51TE
51TN,small_airport,Glendale Field,750.0,US,US-TN,Columbia,51TN
51TS,heliport,Wilson N Jones Regional Medical Center Heliport,770.0,US,US-TX,Sherman,51TS
51TX,small_airport,N D Ranch Airport,540.0,US,US-TX,Van,51TX
51VA,small_airport,Skyview Airport,340.0,US,US-VA,Manassas,51VA
51WA,small_airport,Evergreen Sky Ranch Airport,580.0,US,US-WA,Black Diamond,51WA
51WI,small_airport,Gallinger Airport,800.0,US,US-WI,Oshkosh,51WI
51WT,small_airport,Whiterik Field,1895.0,US,US-WA,Fruitland,51WT
51XS,heliport,Evergreen Helicopters Heliport,10.0,US,US-TX,Sabine Pass,51XS
51Z,small_airport,Minto Al Wright Airport,460.0,US,US-AK,Minto,51Z
52AK,closed,Basquo Airport,63.0,US,US-AK,Kenai,
52AR,small_airport,Ira's Airstrip,590.0,US,US-AR,Greenbrier,52AR
52AZ,small_airport,X-1 Ranch Upper Headquarters Airport,5585.0,US,US-AZ,Seligman,52AZ
52B,seaplane_base,Greenville Seaplane Base,1028.0,US,US-ME,Greenville,52B
52CA,closed,Lake Mathews Airport,1385.0,US,US-CA,Riverside,
52CL,small_airport,Adelanto Airport,3075.0,US,US-CA,Adelanto,52CL
52CN,small_airport,Ponderosa Sky Ranch Airport,3454.0,US,US-CA,Paynes Creek,52CN
52CO,small_airport,Mountain View Ranch Airport,7500.0,US,US-CO,Monument,52CO
52FA,small_airport,Bent Willies Airport,73.0,US,US-FL,Lake Wales,52FA
52FD,heliport,Pullum Pad Heliport,20.0,US,US-FL,Navarre,52FD
52FL,small_airport,Lake Clinch Airpark,140.0,US,US-FL,Frostproof,52FL
52GA,heliport,Rabbit Hole Heliport,900.0,US,US-GA,Atlanta,52GA
52I,small_airport,Gross Airport,615.0,US,US-MI,Pinconning,52I
52II,heliport,Marshall County Heliport,824.0,US,US-IN,Plymouth,52II
52IL,small_airport,Hasselbring Airport,800.0,US,US-IL,Paxton,52IL
52IN,small_airport,Higginbotham Field,452.0,US,US-IN,Prairieton,52IN
52IS,heliport,Dresden Power Station Heliport,509.0,US,US-IL,Minooka,52IS
52K,small_airport,Charles E Grutzmacher Municipal Airport,1183.0,US,US-KS,Onaga,52K
52KS,small_airport,Bland Airport,935.0,US,US-KS,Eudora,52KS
52KY,small_airport,Air Castle Airport,900.0,US,US-KY,Paris,52KY
52LA,heliport,One Shell Square Emergency Heliport,700.0,US,US-LA,New Orleans,52LA
52MN,small_airport,Anderson Field,800.0,US,US-MN,Kennedy,52MN
52MO,small_airport,Pleasant View Ultralightport,700.0,US,US-MO,Zell,52MO
52NC,small_airport,Epley Airport,43.0,US,US-NC,Jacksonville,52NC
52ND,small_airport,Richtsmeier Airport,1047.0,US,US-ND,Hunter,52ND
52NE,small_airport,Svitak Airport,4183.0,US,US-NE,Morrill,52NE
52NJ,heliport,Exxon Research & Engineering Co. Heliport,381.0,US,US-NJ,Annandale,52NJ
52NM,small_airport,Timberon Airport,6940.0,US,US-NM,Alamogordo,52NM
52NY,small_airport,Bedson's Land Base Airport,804.0,US,US-NY,Honeoye Falls,52NY
52OH,heliport,Coshocton County Memorial Hospital Heliport,800.0,US,US-OH,Coshocton,52OH
52OI,heliport,Timken Mercy Medical Center Heliport,1110.0,US,US-OH,Canton,52OI
52OK,heliport,Tulsa Security Heliport,720.0,US,US-OK,Tulsa,52OK
52OR,small_airport,Chinook Ultralight Airpark,40.0,US,US-OR,Scappoose,52OR
52PA,small_airport,Wildcat Airport,980.0,US,US-PA,Tamaqua,52PA
52PN,heliport,Greencastle Usar Center Heliport,720.0,US,US-PA,Greencastle,52PN
52S,small_airport,St Ignatius Airport,3006.0,US,US-MT,St Ignatius,52S
52TA,small_airport,Red Wing Airport,755.0,US,US-TX,Trenton,52TA
52TE,small_airport,Robinson Ranch Airport,2100.0,US,US-TX,Junction,52TE
52TS,small_airport,Fall Creek Air Ranch STOLport,915.0,US,US-TX,Spicewood,52TS
52TX,heliport,Hercules Marine Services Corp Heliport,4.0,US,US-TX,Freeport,52TX
52U,small_airport,Weatherby US Forest Service Airport,4494.0,US,US-ID,Atlanta,52U
52VA,heliport,Ibm Building 250 Heliport,230.0,US,US-VA,Manassas,52VA
52WA,small_airport,Honn Farm Airport,1620.0,US,US-WA,Benge,52WA
52WI,small_airport,John'S Field,1450.0,US,US-WI,Athens,52WI
52XS,heliport,Clear Lake Regional Medical Center Heliport,51.0,US,US-TX,Webster,52XS
52Y,small_airport,Remer Municipal Airport,1350.0,US,US-MN,Remer,52Y
52Z,seaplane_base,Summit Lake Seaplane Base,1300.0,US,US-AK,Moose Pass,52Z
53AK,small_airport,Lakewood Airstrip,110.0,US,US-AK,Sterling,53AK
53AR,heliport,Mercy Hospital Northwest Arkansas Heliport,1276.0,US,US-AR,Rogers,53AR
53AZ,small_airport,Shonto Airport,6449.0,US,US-AZ,Shonto,53AZ
53CA,heliport,Hummingbird Nest Heliport,1411.0,US,US-CA,Simi Valley,53CA
53CL,small_airport,Lofty Redwoods Airport,1317.0,US,US-CA,Anchor Bay,53CL
53CN,small_airport,Thayer Aviation Airport,54.0,US,US-CA,Grimes,53CN
53CO,small_airport,Rons Field,4096.0,US,US-CO,Two Buttes,53CO
53FD,small_airport,Charlotte's Field,80.0,US,US-FL,Tallahassee,53FD
53FL,heliport,University of Florida Heliport,125.0,US,US-FL,Gainesville,53FL
53GA,small_airport,Dawson Field,675.0,US,US-GA,Cave Spring,53GA
53IA,small_airport,Tama Airport,813.0,US,US-IA,Tama,53IA
53II,small_airport,Steinman Airport,760.0,US,US-IN,Woodburn,53II
53IL,small_airport,Clapper Airport,710.0,US,US-IL,Mansfield,53IL
53IN,small_airport,Hartman Farms Field,818.0,US,US-IN,Kokomo,53IN
53IS,heliport,Franklin Hospital Heliport,445.0,US,US-IL,Benton,53IS
53K,small_airport,Osage City Municipal Airport,1105.0,US,US-KS,Osage City,53K
53KS,small_airport,Weaver Ranch Airport,1460.0,US,US-KS,Hesston,53KS
53KY,small_airport,Short Airport,1130.0,US,US-KY,Eubank,53KY
53LA,seaplane_base,Shell Central Facilities Seaplane Base,,US,US-LA,Venice,53LA
53M,small_airport,Silver City Airpark,680.0,US,US-MI,Alpena,53M
53MI,heliport,Huron Valley Sinai Hospital Heliport,980.0,US,US-MI,Commerce,53MI
53MN,small_airport,Radloff's Cedar View Farms Airport,1240.0,US,US-MN,Lyle,53MN
53MO,heliport,Help Heliport,475.0,US,US-MO,Zalma,53MO
53NC,small_airport,Mynatt Field,95.0,US,US-NC,Lumberton,53NC
53ND,small_airport,R. Leep Strip,1894.0,US,US-ND,Hurdsfield,53ND
53NE,small_airport,Starns Brothers Airport,1090.0,US,US-NE,Ashland,53NE
53NJ,heliport,Germania Heliport,65.0,US,US-NJ,Egg Harbor City,53NJ
53NY,small_airport,Smiths Land Base Airport,627.0,US,US-NY,Honeoye Falls,53NY
53OH,small_airport,Charloe Airport,721.0,US,US-OH,Paulding,53OH
53OI,heliport,Metro Health Medical Center Heliport,690.0,US,US-OH,Cleveland,53OI
53OK,small_airport,Thompson Private Airport,1280.0,US,US-OK,Tuttle,53OK
53OR,heliport,St Vincent Hospital Heliport,478.0,US,US-OR,Beaverton,53OR
53PA,heliport,Ritz 2 Heliport,625.0,US,US-PA,Mifflinburg,53PA
53PN,heliport,S W Jack Heliport,1360.0,US,US-PA,Indiana,53PN
53TA,small_airport,Shivers Private Airport,1215.0,US,US-TX,Vernon,53TA
53TE,heliport,Christus Santa Rosa Westover Hills Heliport,906.0,US,US-TX,San Antonio,53TE
53TS,small_airport,Bridges Field,715.0,US,US-TX,Tioga,53TS
53TX,small_airport,Cannon Field,610.0,US,US-TX,Somerset,53TX
53U,small_airport,Ferndale Airfield,3060.0,US,US-MT,Bigfork,53U
53VA,small_airport,Horse Feathers Airport,390.0,US,US-VA,Midland,53VA
53VG,small_airport,The Salmon Farm Airport (Pvt),41.0,US,US-VA,Painter,53VG
53W,small_airport,Woodruff Lake Airport,940.0,US,US-MI,Winn,53W
53WA,small_airport,Columbia Agricultural Airport,535.0,US,US-WA,Pasco,53WA
53WI,closed,Kelly Airport,1020.0,US,US-WI,Argyle,
53WT,heliport,Forks Community Hospital Heliport,290.0,US,US-WA,Forks,53WT
53XS,small_airport,Kornegay Private Airport,30.0,US,US-TX,San Benito,53XS
54AK,seaplane_base,Kalmbach Lake Seaplane Base,400.0,US,US-AK,Wasilla,54AK
54AR,small_airport,Winfield Airpark,390.0,US,US-AR,Altus,54AR
54AZ,small_airport,Somerton Airport,177.0,US,US-AZ,Somerton,54AZ
54CA,heliport,Paradise Valley Hospital Heliport,116.0,US,US-CA,National City,54CA
54CL,small_airport,Lake Riverside Estates Airport,3410.0,US,US-CA,Anza,54CL
54CN,small_airport,Akin Airport,1595.0,US,US-CA,Placerville,54CN
54CO,heliport,The Memorial Hospital Heliport,6316.0,US,US-CO,Craig,54CO
54FD,heliport,Bayflite One Satellite Base Heliport,41.0,US,US-FL,Odessa,54FD
54FL,heliport,Teco Plaza Heliport,150.0,US,US-FL,Tampa,54FL
54GA,small_airport,Deerfield Landing Airport,890.0,US,US-GA,Hampton,54GA
54II,small_airport,Caldwell Field,800.0,US,US-IN,Bunker Hill,54II
54IL,small_airport,Rothrock Airport,653.0,US,US-IL,Streator,54IL
54IN,heliport,Methodist Hospital Nr 2 Heliport,815.0,US,US-IN,Indianapolis,54IN
54IS,small_airport,Zea Mays Field,766.0,US,US-IL,Ohio,54IS
54KS,small_airport,Michael Airport,1020.0,US,US-KS,Wellsville,54KS
54KY,small_airport,Turner Field,350.0,US,US-KY,Murray,54KY
54L,heliport,Terminal Annex Heliport,355.0,US,US-CA,Los Angeles,54L
54LA,closed,Triangle J Airport,69.0,US,US-LA,Baton Rouge,
54LL,heliport,Memorial Medical Center - Springfield Heliport,688.0,US,US-IL,Springfield,54LL
54M,small_airport,Wolf River Airport,310.0,US,US-TN,Rossville,54M
54ME,small_airport,Cliff Dow Airport,415.0,US,US-ME,New Gloucester,54ME
54MI,small_airport,Pingston Aeroworks Airport,880.0,US,US-MI,Bryon,54MI
54MN,small_airport,Sell's Flying Field,980.0,US,US-MN,Mayer,54MN
54MO,closed,Ozark's Flying Patch Airport,1530.0,US,US-MO,Sparta,
54NC,small_airport,Dillard Airport,15.0,US,US-NC,Winfall,54NC
54NH,heliport,Flying Ridge Heliport,785.0,US,US-NH,Meredith,54NH
54NJ,seaplane_base,Highlands Seaplane Base,,US,US-NJ,Highlands,54NJ
54NY,small_airport,Erb Acres Airport,1940.0,US,US-NY,Angelica,54NY
54OH,small_airport,Buehler Airport,728.0,US,US-OH,Paulding,54OH
54OI,heliport,Community Hospital Heliport,9.0,US,US-OH,Coldwater,54OI
54OK,small_airport,Ambassador Ultralightport,687.0,US,US-OK,Mounds,54OK
54OR,heliport,St Charles Medical Center Heliport,3590.0,US,US-OR,Bend,54OR
54PA,heliport,Pine Bottom Heliport,1504.0,US,US-PA,Martinsburg,54PA
54PN,heliport,Forbes Regional Health Center Heliport,1199.0,US,US-PA,Monroeville,54PN
54TA,small_airport,George P Shanks Airport,610.0,US,US-TX,Waxahachie,54TA
54TE,small_airport,Camelot Airport,480.0,US,US-TX,Thrall,54TE
54TS,small_airport,J Bar Wc Ranch Airport,1235.0,US,US-TX,Weatherford,54TS
54TX,small_airport,Flying H Ranch Airport,1000.0,US,US-TX,Kingsland,54TX
54U,heliport,Big Creek Heliport,5750.0,US,US-ID,Big Creek,54U
54UT,heliport,Ogden Regional Medical Center Heliport,4722.0,US,US-UT,Washington Terrace,54UT
54VA,heliport,Riverside Hospital Heliport,35.0,US,US-VA,Newport News,54VA
54W,small_airport,Albany Airport,815.0,US,US-WI,Albany,54W
54WA,heliport,Tukwila Operations Center Heliport,21.0,US,US-WA,Tukwila,54WA
54WI,small_airport,Flyplassen Airport,1300.0,US,US-WI,Woodville,54WI
54X,small_airport,Boyd Field,570.0,US,US-TX,Waco,54X
55AK,small_airport,Lawrence Airstrip,200.0,US,US-AK,Wasilla,55AK
55AZ,small_airport,Potters Field,1309.0,US,US-AZ,Stanfield,55AZ
55CA,heliport,Naval Hospital Heliport,374.0,US,US-CA,Oakland,55CA
55CL,small_airport,Costerisan Farms Airport,346.0,US,US-CA,Bakersfield,55CL
55CN,heliport,Sunset-Glendale Heliport,556.0,US,US-CA,Los Angeles,55CN
55CO,heliport,Elizabeth Emergency Heliport,6512.0,US,US-CO,Elizabeth,55CO
55FD,small_airport,Dotson Airport,251.0,US,US-FL,Baker,55FD
55FL,heliport,The Murphy Company Heliport,15.0,US,US-FL,West Palm Beach,55FL
55G,small_airport,Arnold Field,780.0,US,US-MI,Croswell,55G
55GA,heliport,Gwinnett Medical Center Heliport,1044.0,US,US-GA,Lawrenceville,55GA
55GE,small_airport,Rostex Airport,887.0,US,US-GA,Tennga,55GE
55H,small_airport,Atlanta Airport,5500.0,US,US-ID,Atlanta,55H
55II,heliport,Johnson Memorial Hospital Heliport,742.0,US,US-IN,Franklin,55II
55IL,small_airport,Brandt Airport,680.0,US,US-IL,Manteno,55IL
55IN,small_airport,Brenneke Airport,790.0,US,US-IN,Woodburn,55IN
55IS,small_airport,Glatthaar Airport,765.0,US,US-IL,Grandview,55IS
55KS,small_airport,Ringneck Ranch Airport,1586.0,US,US-KS,Tipton,55KS
55KY,heliport,Hutson Heliport,548.0,US,US-KY,Murray,55KY
55LA,heliport,L&L Sandblasting Heliport,53.0,US,US-LA,Eunice,55LA
55LL,small_airport,Sky Soaring Airport,884.0,US,US-IL,Union,55LL
55ME,small_airport,HIghland View Field,600.0,US,US-ME,Searsmont,55ME
55MI,heliport,Hinkels Heliport,1000.0,US,US-MI,Comins,55MI
55MN,small_airport,Conley Field,1004.0,US,US-MN,Mora,55MN
55MO,small_airport,Tightsqueeze Field,820.0,US,US-MO,Jonesburg,55MO
55NC,heliport,Lenoir Memorial Hospital Heliport,80.0,US,US-NC,Kinston,55NC
55ND,small_airport,Pete's Port Airport,2260.0,US,US-ND,Killdeer,55ND
55NE,heliport,Bergan Mercy Hospital Heliport,1140.0,US,US-NE,Omaha,55NE
55NJ,balloonport,Garden State Balloonport,185.0,US,US-NJ,Whitehouse,55NJ
55NM,small_airport,Burris Ranch Nr 1 Airport,5218.0,US,US-NM,Belen,55NM
55NY,small_airport,Ridgeview Airport,1645.0,US,US-NY,Jamestown,55NY
55OH,heliport,Donn Heliport,650.0,US,US-OH,Westlake,55OH
55OI,small_airport,Aero Flight Center Airport,1140.0,US,US-OH,East Palestine,55OI
55OK,small_airport,Gilstrap Field,575.0,US,US-OK,Inola,55OK
55OR,small_airport,Muddy Creek Airport,253.0,US,US-OR,Corvallis,55OR
55PA,small_airport,Sency Airport,1350.0,US,US-PA,Treskow,55PA
55S,small_airport,Packwood Airport,1057.0,US,US-WA,Packwood,55S
55T,small_airport,Eagles Aerodrome,3475.0,US,US-TX,Conway,55T
55TA,heliport,Montgomery County Medical Center Hospital Heliport,162.0,US,US-TX,Conroe,55TA
55TE,closed,Valhalla Airport,445.0,US,US-TX,Elmendorf,
55TN,heliport,Ft Loudon Medical Center Heliport,900.0,US,US-TN,Lenoir City,55TN
55TX,small_airport,Stonecipher Airport,39.0,US,US-TX,Beaumont,55TX
55VA,heliport,Giles Memorial Hospital Heliport,1840.0,US,US-VA,Pearisburg,55VA
55WA,small_airport,Wilkinson Ranch Airport,1670.0,US,US-WA,Yakima,55WA
55WI,small_airport,Cranmoor Airstrip,985.0,US,US-WI,Nekoosa,55WI
55XA,heliport,1101 East Blvd Deer Park Heliport,28.0,US,US-TX,Deer Park,55XA
55XS,small_airport,Frontier Airport,1001.0,US,US-TX,Spofford,55XS
56AK,small_airport,Bechtol Field,300.0,US,US-AK,Wasilla,56AK
56AR,heliport,Little Rock Police DepartmentHeliport,283.0,US,US-AR,Little Rock,56AR
56AZ,small_airport,Mauldin Airstrip,1193.0,US,US-AZ,Tonopah,56AZ
56CA,heliport,Los Angeles Times-La Heliport,345.0,US,US-CA,Los Angeles,56CA
56CL,small_airport,Morris Ag Air SW Airport,263.0,US,US-CA,Blythe,56CL
56CO,heliport,Animas Air Park,6660.0,US,US-CO,Durango,56CO
56FD,small_airport,North American Farms Airport,130.0,US,US-FL,Malone,56FD
56FL,small_airport,Buchanan Airport,246.0,US,US-FL,Jay,56FL
56G,small_airport,Indian Creek Ranch Airport,745.0,US,US-MI,Deckerville,56G
56GA,heliport,Kennestone Heliport,1215.0,US,US-GA,Marietta,56GA
56II,heliport,Adams Co Memorial Hospital Heliport,799.0,US,US-IN,Decatur,56II
56IL,small_airport,Lee Creek Airport,965.0,US,US-IL,Caledonia,56IL
56IN,small_airport,Casad Industrial Park Airport,766.0,US,US-IN,New Haven,56IN
56IS,small_airport,Schmidt Airport,690.0,US,US-IL,Thomasboro,56IS
56KS,heliport,Robinson Heliport,3000.0,US,US-KS,Garden City,56KS
56KY,heliport,Twin Lakes Regional Medical Center Heliport,657.0,US,US-KY,Leitchfield,56KY
56LA,small_airport,Old Hickory Ranch Airport,180.0,US,US-LA,Keithville,56LA
56LL,small_airport,Wade Airport,810.0,US,US-IL,Waterman,56LL
56MI,heliport,Beaumont Dearborn Heliport,597.0,US,US-MI,Dearborn,56MI
56MN,small_airport,Lothert's Farm Strip,1015.0,US,US-MN,Morton,56MN
56MO,small_airport,Mc Clurg Airport,1376.0,US,US-MO,Monett,56MO
56MU,heliport,Lester E. Cox Medical Center South Heliport,1270.0,US,US-MO,Springfield,56MU
56NC,small_airport,Wheat Field,960.0,US,US-NC,Tryon,56NC
56NE,small_airport,Noble Field,1967.0,US,US-NE,Ravenna,56NE
56NJ,heliport,Blue Jay Heliport,28.0,US,US-NJ,Mount Holly,56NJ
56NK,heliport,Buffalo General Hospital Heliport,1026.0,US,US-NY,Buffalo,56NK
56NY,small_airport,Maynard's Airport,342.0,US,US-NY,Kendall,56NY
56OH,small_airport,Richey Airport,1195.0,US,US-OH,Petersburg,56OH
56OI,small_airport,Double S Farms Airport,898.0,US,US-OH,Kipton,56OI
56OK,small_airport,L D Airport,1080.0,US,US-OK,Mc Loud,56OK
56OR,heliport,Mount Hood Medical Center Heliport,338.0,US,US-OR,Gresham,56OR
56PA,small_airport,Hoge Farm Airport,430.0,US,US-PA,Tinicum,56PA
56PN,heliport,Atlantic Refining & Marketing Corp Heliport,30.0,US,US-PA,Philadelphia,56PN
56S,small_airport,Seaside Municipal Airport,12.0,US,US-OR,Seaside,56S
56TA,heliport,Dallas/Fort Worth Medical Center Heliport,578.0,US,US-TX,Grand Prairie,56TA
56TE,heliport,Air Evac EMS 57 Base Heliport,871.0,US,US-TX,Eagle Pass,56TE
56TS,small_airport,Elgin Intracontinental Airport,558.0,US,US-TX,Elgin,56TS
56TX,small_airport,Anchorage Farm Field,440.0,US,US-TX,Warrenton,56TX
56VA,heliport,Virginia Beach Municipal Heliport,12.0,US,US-VA,Virginia Beach,56VA
56WA,heliport,Tri-State Hospital EMS Heliport,880.0,US,US-WA,Clarkston,WT89
56WI,small_airport,Jaks Field,1190.0,US,US-WI,Mosinee,56WI
56XS,heliport,G H Hart Nr 2 Heliport,80.0,US,US-TX,Stafford,56XS
57A,seaplane_base,Tokeen Seaplane Base,,US,US-AK,Tokeen,57A
57AK,seaplane_base,Lost Lake SPB Seaplane Base,120.0,US,US-AK,Wasilla,57AK
57AL,small_airport,Baswell Airport,190.0,US,US-AL,Loxley,57AL
57AZ,small_airport,La Cholla Airpark,2940.0,US,US-AZ,Tucson,57AZ
57B,small_airport,Islesboro Airport,92.0,US,US-ME,Islesboro,57B
57CA,closed,Merle Norman Cosmetics Bldg 3 Heliport,126.0,US,US-CA,Los Angeles,
57CL,small_airport,Boron Airstrip,2499.0,US,US-CA,Boron,57CL
57CN,small_airport,Van Vleck Airport,175.0,US,US-CA,Rancho Murieta,57CN
57CO,heliport,The Children's Hospital Heliport,5436.0,US,US-CO,Denver,57CO
57D,small_airport,Ray Community Airport,632.0,US,US-MI,Ray,57D
57FA,small_airport,Lake X Airport,72.0,US,US-FL,St Cloud,57FA
57FD,closed,Sunset Strip Airpark,70.0,US,US-FL,Brooksville,
57FL,closed,Alachua General Hospital Heliport,153.0,US,US-FL,Gainesville,
57GA,small_airport,Blue Ridge Skyport Airport,1946.0,US,US-GA,Blue Ridge,57GA
57II,small_airport,Reimer Aerodrome,930.0,US,US-IN,Jamestown,57II
57IL,heliport,Motorola Csg-Harvard Heliport,1065.0,US,US-IL,Harvard,57IL
57IN,heliport,Bedford Medical Center Heliport,660.0,US,US-IN,Bedford,57IN
57IS,small_airport,Dozier Airport,420.0,US,US-IL,Fairfield,57IS
57K,small_airport,Gilmore Airport,900.0,US,US-KS,Pleasanton,57K
57KY,small_airport,Belcher Regional Airport,1700.0,US,US-KY,Belcher,57KY
57LA,heliport,Aslh-Heli-Pad Heliport,41.0,US,US-LA,Church Point,57LA
57ME,small_airport,Dyer's Landing Airport,441.0,US,US-ME,Fryeburg,57ME
57MI,closed,Erch Heliport,888.0,US,US-MI,Eaton Rapids,
57MN,seaplane_base,Namakan Seaplane Base,1119.0,US,US-MN,Ray,57MN
57MO,heliport,Fabick Two Heliport,325.0,US,US-MO,Sikeston,57MO
57NC,small_airport,Sossamon Field,1940.0,US,US-NC,Bryson City,57NC
57ND,small_airport,Odegaard Airport,1020.0,US,US-ND,Kindred,57ND
57NE,small_airport,Cole Memorial Airport,3259.0,US,US-NE,Merriman,57NE
57NM,small_airport,Monte Prieto Ranch Airport,6164.0,US,US-NM,Claunch,57NM
57NY,heliport,Athens Emergency Med-Evac Heliport,135.0,US,US-NY,Athens,57NY
57OH,small_airport,Fillmans Farms Field,820.0,US,US-OH,Port Washington,57OH
57OI,small_airport,Logan's Chance Airport,1100.0,US,US-OH,Lawrenceville,57OI
57OK,heliport,Atoka Memorial Hospital Heliport,600.0,US,US-OK,Atoka,57OK
57OR,closed,Umpqua River Farm Airport,380.0,US,US-OR,Sutherlin,
57PA,small_airport,H&H Personal Use Airport,1680.0,US,US-PA,Tioga,57PA
57PN,small_airport,Ransome STOLport,360.0,US,US-PA,Solebury,57PN
57TA,heliport,Trinity Meadows Race Track Heliport,837.0,US,US-TX,Willow Park,57TA
57TE,small_airport,Prade Ranch Airport,2296.0,US,US-TX,Leakey,57TE
57TS,heliport,Coker Hill Heliport,660.0,US,US-TX,Kennedale,57TS
